Song,Artist,Date,Streams,Rank
STAY (with Justin Bieber),The Kid LAROI,2021-11-27,"3,001",5
Heat Waves,Glass Animals,2021-11-27,"2,989",6
Shivers,Ed Sheeran,2021-11-27,"2,835",7
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-11-27,"2,761",8
Last Christmas,Wham!,2021-11-27,"2,669",9
Do It To It,"ACRAZE, Cherish",2021-11-27,"2,546",10
Bad Habits,Ed Sheeran,2021-11-27,"2,363",11
love nwantiti (ah ah ah),CKay,2021-11-27,"2,342",12
Where Are You Now,"Lost Frequencies, Calum Scott",2021-11-27,"2,194",13
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-11-27,"2,183",14
abcdefu,GAYLE,2021-11-27,"2,172",15
Jingle Bell Rock,Bobby Helms,2021-11-27,"2,092",16
Woman,Doja Cat,2021-11-27,"2,021",17
Rockin' Around The Christmas Tree,Brenda Lee,2021-11-27,"1,943",18
Santa Tell Me,Ariana Grande,2021-11-27,"1,758",19
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-11-27,"1,740",20
It's the Most Wonderful Time of the Year,Andy Williams,2021-11-27,"1,685",21
Feliz Navidad,José Feliciano,2021-11-27,"1,610",22
Oh My God,Adele,2021-11-27,"1,534",23
My Universe,"Coldplay, BTS",2021-11-27,"1,478",24
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-11-27,"1,472",25
Holly Jolly Christmas,Michael Bublé,2021-11-27,"1,382",26
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-11-27,"1,377",27
Sleigh Ride,The Ronettes,2021-11-27,"1,372",28
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-11-27,"1,363",29
Underneath the Tree,Kelly Clarkson,2021-11-27,"1,342",30
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-11-27,"1,299",31
MAUVAIS 2X (feat. Ninho),Gazo,2021-11-27,"1,298",32
La kiffance,Naps,2021-11-27,"1,296",33
Beggin',Måneskin,2021-11-27,"1,292",34
Mistletoe,Justin Bieber,2021-11-27,"1,277",35
THATS WHAT I WANT,Lil Nas X,2021-11-27,"1,265",36
Acapulco,Jason Derulo,2021-11-27,"1,259",37
D O D O,Tayc,2021-11-27,"1,226",38
Toxic,BoyWithUke,2021-11-27,"1,199",39
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-11-27,"1,189",40
One Right Now (with The Weeknd),Post Malone,2021-11-27,"1,169",41
good 4 u,Olivia Rodrigo,2021-11-27,"1,157",42
Snowman,Sia,2021-11-27,"1,142",43
MONTERO (Call Me By Your Name),Lil Nas X,2021-11-27,"1,140",44
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-11-27,"1,132",45
Can I Get It,Adele,2021-11-27,"1,112",46
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021-11-27,"1,111",47
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-11-27,"1,110",48
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,2021-11-27,"1,106",49
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-11-27,"1,086",50
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2021-11-27,"1,053",51
MONEY,LISA,2021-11-27,"1,023",52
Daddy chocolat,"Koba LaD, Gazo",2021-11-27,"1,020",53
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11-27,"1,017",54
Love Tonight - Edit,Shouse,2021-11-27,"1,017",55
All I Want for Christmas Is You,Mariah Carey,2021-11-28,"3,342",1
Easy On Me,Adele,2021-11-28,"3,112",2
Last Christmas,Wham!,2021-11-28,"3,011",3
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-11-28,"2,522",4
Jingle Bell Rock,Bobby Helms,2021-11-28,"2,461",5
Heat Waves,Glass Animals,2021-11-28,"2,428",6
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-11-28,"2,419",7
Pepas,Farruko,2021-11-28,"2,343",8
Rockin' Around The Christmas Tree,Brenda Lee,2021-11-28,"2,305",9
STAY (with Justin Bieber),The Kid LAROI,2021-11-28,"2,224",10
Shivers,Ed Sheeran,2021-11-28,"2,183",11
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-11-28,"2,118",12
It's the Most Wonderful Time of the Year,Andy Williams,2021-11-28,"2,078",13
Feliz Navidad,José Feliciano,2021-11-28,"1,923",14
Santa Tell Me,Ariana Grande,2021-11-28,"1,918",15
Do It To It,"ACRAZE, Cherish",2021-11-28,"1,867",16
love nwantiti (ah ah ah),CKay,2021-11-28,"1,821",17
Bad Habits,Ed Sheeran,2021-11-28,"1,817",18
abcdefu,GAYLE,2021-11-28,"1,775",19
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-11-28,"1,743",20
Where Are You Now,"Lost Frequencies, Calum Scott",2021-11-28,"1,730",21
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-11-28,"1,687",22
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-11-28,"1,671",23
Holly Jolly Christmas,Michael Bublé,2021-11-28,"1,652",24
Sleigh Ride,The Ronettes,2021-11-28,"1,650",25
Underneath the Tree,Kelly Clarkson,2021-11-28,"1,643",26
Woman,Doja Cat,2021-11-28,"1,517",27
Mistletoe,Justin Bieber,2021-11-28,"1,500",28
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-11-28,"1,410",29
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-11-28,"1,409",30
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-11-28,"1,364",31
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2021-11-28,"1,323",32
Oh My God,Adele,2021-11-28,"1,317",33
Snowman,Sia,2021-11-28,"1,237",34
My Universe,"Coldplay, BTS",2021-11-28,"1,135",35
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",2021-11-28,"1,133",36
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-11-28,"1,111",37
Step Into Christmas,Elton John,2021-11-28,"1,095",38
Merry Christmas Everyone,Shakin' Stevens,2021-11-28,"1,089",39
Santa Claus Is Coming to Town,Michael Bublé,2021-11-28,"1,063",40
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-11-28,"1,047",41
Toxic,BoyWithUke,2021-11-28,"1,036",42
Beggin',Måneskin,2021-11-28,"1,019",43
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2021-11-28,"1,017",44
Easy On Me,Adele,2021-11-29,"3,276",1
Heat Waves,Glass Animals,2021-11-29,"2,647",2
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-11-29,"2,553",3
STAY (with Justin Bieber),The Kid LAROI,2021-11-29,"2,439",4
Shivers,Ed Sheeran,2021-11-29,"2,404",5
Pepas,Farruko,2021-11-29,"2,363",6
abcdefu,GAYLE,2021-11-29,"2,283",7
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-11-29,"2,164",8
Do It To It,"ACRAZE, Cherish",2021-11-29,"2,098",9
Where Are You Now,"Lost Frequencies, Calum Scott",2021-11-29,"1,991",10
Bad Habits,Ed Sheeran,2021-11-29,"1,963",11
love nwantiti (ah ah ah),CKay,2021-11-29,"1,875",12
All I Want for Christmas Is You,Mariah Carey,2021-11-29,"1,873",13
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-11-29,"1,799",14
Last Christmas,Wham!,2021-11-29,"1,544",15
Woman,Doja Cat,2021-11-29,"1,540",16
Oh My God,Adele,2021-11-29,"1,383",17
MAUVAIS 2X (feat. Ninho),Gazo,2021-11-29,"1,297",18
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-11-29,"1,289",19
My Universe,"Coldplay, BTS",2021-11-29,"1,277",20
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-11-29,"1,252",21
D O D O,Tayc,2021-11-29,"1,224",22
Jingle Bell Rock,Bobby Helms,2021-11-29,"1,205",23
Toxic,BoyWithUke,2021-11-29,"1,156",24
Rockin' Around The Christmas Tree,Brenda Lee,2021-11-29,"1,141",25
Acapulco,Jason Derulo,2021-11-29,"1,110",26
Schockstarre,Samra,2021-11-29,"1,075",27
Santa Tell Me,Ariana Grande,2021-11-29,"1,067",28
THATS WHAT I WANT,Lil Nas X,2021-11-29,"1,043",29
Beggin',Måneskin,2021-11-29,"1,034",30
One Right Now (with The Weeknd),Post Malone,2021-11-29,"1,032",31
La kiffance,Naps,2021-11-29,"1,019",32
Jour meilleur,Orelsan,2021-11-29,"1,007",33
Easy On Me,Adele,2021-11-30,"3,446",1
Heat Waves,Glass Animals,2021-11-30,"2,791",2
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-11-30,"2,582",3
STAY (with Justin Bieber),The Kid LAROI,2021-11-30,"2,567",4
Pepas,Farruko,2021-11-30,"2,524",5
Shivers,Ed Sheeran,2021-11-30,"2,466",6
abcdefu,GAYLE,2021-11-30,"2,350",7
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-11-30,"2,302",8
Do It To It,"ACRAZE, Cherish",2021-11-30,"2,277",9
Where Are You Now,"Lost Frequencies, Calum Scott",2021-11-30,"2,114",10
Bad Habits,Ed Sheeran,2021-11-30,"2,066",11
All I Want for Christmas Is You,Mariah Carey,2021-11-30,"2,022",12
love nwantiti (ah ah ah),CKay,2021-11-30,"1,923",13
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-11-30,"1,810",14
Woman,Doja Cat,2021-11-30,"1,712",15
Last Christmas,Wham!,2021-11-30,"1,686",16
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-11-30,"1,432",17
Oh My God,Adele,2021-11-30,"1,411",18
My Universe,"Coldplay, BTS",2021-11-30,"1,377",19
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-11-30,"1,333",20
Jingle Bell Rock,Bobby Helms,2021-11-30,"1,266",21
MAUVAIS 2X (feat. Ninho),Gazo,2021-11-30,"1,221",22
Rockin' Around The Christmas Tree,Brenda Lee,2021-11-30,"1,189",23
Beggin',Måneskin,2021-11-30,"1,179",24
Santa Tell Me,Ariana Grande,2021-11-30,"1,163",25
Acapulco,Jason Derulo,2021-11-30,"1,154",26
THATS WHAT I WANT,Lil Nas X,2021-11-30,"1,149",27
D O D O,Tayc,2021-11-30,"1,131",28
November Hustler,Brooze,2021-11-30,"1,123",29
La kiffance,Naps,2021-11-30,"1,094",30
Toxic,BoyWithUke,2021-11-30,"1,088",31
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-11-30,"1,052",32
One Right Now (with The Weeknd),Post Malone,2021-11-30,"1,049",33
It's the Most Wonderful Time of the Year,Andy Williams,2021-11-30,"1,047",34
good 4 u,Olivia Rodrigo,2021-11-30,"1,043",35
Kee Pic,Brooze,2021-11-30,"1,030",36
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-11-30,"1,026",37
Feliz Navidad,José Feliciano,2021-11-30,"1,021",38
Chance,Brooze,2021-11-30,"1,005",39
Easy On Me,Adele,2021-12-01,"3,246",1
Heat Waves,Glass Animals,2021-12-01,"2,857",2
STAY (with Justin Bieber),The Kid LAROI,2021-12-01,"2,746",3
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-01,"2,664",4
Pepas,Farruko,2021-12-01,"2,649",5
Shivers,Ed Sheeran,2021-12-01,"2,547",6
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-01,"2,501",7
abcdefu,GAYLE,2021-12-01,"2,461",8
Do It To It,"ACRAZE, Cherish",2021-12-01,"2,303",9
All I Want for Christmas Is You,Mariah Carey,2021-12-01,"2,282",10
Bad Habits,Ed Sheeran,2021-12-01,"2,147",11
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-01,"2,108",12
love nwantiti (ah ah ah),CKay,2021-12-01,"2,046",13
Last Christmas,Wham!,2021-12-01,"1,930",14
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-01,"1,840",15
Woman,Doja Cat,2021-12-01,"1,760",16
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-01,"1,552",17
Oh My God,Adele,2021-12-01,"1,411",18
My Universe,"Coldplay, BTS",2021-12-01,"1,405",19
Jingle Bell Rock,Bobby Helms,2021-12-01,"1,375",20
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-01,"1,334",21
Beggin',Måneskin,2021-12-01,"1,320",22
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-01,"1,255",23
Santa Tell Me,Ariana Grande,2021-12-01,"1,235",24
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-01,"1,224",25
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-01,"1,201",26
good 4 u,Olivia Rodrigo,2021-12-01,"1,191",27
La kiffance,Naps,2021-12-01,"1,187",28
THATS WHAT I WANT,Lil Nas X,2021-12-01,"1,176",29
Toxic,BoyWithUke,2021-12-01,"1,169",30
D O D O,Tayc,2021-12-01,"1,132",31
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-01,"1,101",32
One Right Now (with The Weeknd),Post Malone,2021-12-01,"1,095",33
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-12-01,"1,067",34
Acapulco,Jason Derulo,2021-12-01,"1,063",35
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021-12-01,"1,021",36
Heat Waves,Glass Animals,2021-12-02,"3,051",1
STAY (with Justin Bieber),The Kid LAROI,2021-12-02,"3,020",2
Easy On Me,Adele,2021-12-02,"2,994",3
Pepas,Farruko,2021-12-02,"2,772",4
Shivers,Ed Sheeran,2021-12-02,"2,644",5
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-02,"2,626",6
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-02,"2,594",7
All I Want for Christmas Is You,Mariah Carey,2021-12-02,"2,465",8
Bad Habits,Ed Sheeran,2021-12-02,"2,428",9
abcdefu,GAYLE,2021-12-02,"2,309",10
Do It To It,"ACRAZE, Cherish",2021-12-02,"2,190",11
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-02,"2,183",12
love nwantiti (ah ah ah),CKay,2021-12-02,"2,171",13
Last Christmas,Wham!,2021-12-02,"2,033",14
Woman,Doja Cat,2021-12-02,"1,858",15
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-02,"1,669",16
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-02,"1,657",17
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-02,"1,604",18
Jingle Bell Rock,Bobby Helms,2021-12-02,"1,537",19
Beggin',Måneskin,2021-12-02,"1,477",20
good 4 u,Olivia Rodrigo,2021-12-02,"1,461",21
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-02,"1,400",22
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-02,"1,350",23
My Universe,"Coldplay, BTS",2021-12-02,"1,335",24
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-02,"1,318",25
La kiffance,Naps,2021-12-02,"1,292",26
Santa Tell Me,Ariana Grande,2021-12-02,"1,290",27
THATS WHAT I WANT,Lil Nas X,2021-12-02,"1,220",28
Oh My God,Adele,2021-12-02,"1,214",29
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-12-02,"1,190",30
Acapulco,Jason Derulo,2021-12-02,"1,168",31
Feliz Navidad,José Feliciano,2021-12-02,"1,134",32
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-02,"1,131",33
D O D O,Tayc,2021-12-02,"1,119",34
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-02,"1,118",35
Toxic,BoyWithUke,2021-12-02,"1,094",36
Blinding Lights,The Weeknd,2021-12-02,"1,094",37
One Right Now (with The Weeknd),Post Malone,2021-12-02,"1,070",38
Kiss Me More (feat. SZA),Doja Cat,2021-12-02,"1,069",39
Levitating (feat. DaBaby),Dua Lipa,2021-12-02,"1,034",40
Underneath the Tree,Kelly Clarkson,2021-12-02,"1,033",41
drivers license,Olivia Rodrigo,2021-12-02,"1,026",42
Love Tonight - Edit,Shouse,2021-12-02,"1,017",43
Holly Jolly Christmas,Michael Bublé,2021-12-02,"1,010",44
Sleigh Ride,The Ronettes,2021-12-02,"1,008",45
Snowman,Sia,2021-12-02,"1,002",46
Jefe,Ninho,2021-12-03,"4,215",1
All I Want for Christmas Is You,Mariah Carey,2021-12-03,"3,339",2
Heat Waves,Glass Animals,2021-12-03,"3,274",3
Easy On Me,Adele,2021-12-03,"3,180",4
STAY (with Justin Bieber),The Kid LAROI,2021-12-03,"3,168",5
VVS,Ninho,2021-12-03,"3,151",6
Pepas,Farruko,2021-12-03,"3,053",7
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-03,"2,974",8
Shivers,Ed Sheeran,2021-12-03,"2,939",9
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-03,"2,906",10
Intro,Ninho,2021-12-03,"2,906",11
Last Christmas,Wham!,2021-12-03,"2,794",12
Sky Priority,Ninho,2021-12-03,"2,789",13
Vérité,Ninho,2021-12-03,"2,739",14
Arme de poing,Ninho,2021-12-03,"2,723",15
No Life,Ninho,2021-12-03,"2,706",16
OG,Ninho,2021-12-03,"2,695",17
abcdefu,GAYLE,2021-12-03,"2,691",18
Bad Habits,Ed Sheeran,2021-12-03,"2,500",19
Do It To It,"ACRAZE, Cherish",2021-12-03,"2,482",20
SUVs,Luciano,2021-12-03,"2,356",21
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-03,"2,249",22
RER D,Ninho,2021-12-03,"2,247",23
love nwantiti (ah ah ah),CKay,2021-12-03,"2,198",24
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-03,"2,127",25
Démons,"Angèle, Damso",2021-12-03,"2,086",26
YSL,Ninho,2021-12-03,"2,051",27
Jingle Bell Rock,Bobby Helms,2021-12-03,"2,043",28
Woman,Doja Cat,2021-12-03,"1,994",29
Aïcha,Ninho,2021-12-03,"1,980",30
Mood,Ninho,2021-12-03,"1,963",31
Athéna,Ninho,2021-12-03,"1,950",32
Outro,Ninho,2021-12-03,"1,867",33
La maison que je voulais,Ninho,2021-12-03,"1,864",34
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-03,"1,819",35
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-03,"1,794",36
Santa Tell Me,Ariana Grande,2021-12-03,"1,696",37
Bruxelles je t’aime,Angèle,2021-12-03,"1,679",38
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-03,"1,620",39
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-03,"1,599",40
Wandered To LA (with Justin Bieber),Juice WRLD,2021-12-03,"1,496",41
Feliz Navidad,José Feliciano,2021-12-03,"1,483",42
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-03,"1,470",43
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-12-03,"1,455",44
Beggin',Måneskin,2021-12-03,"1,455",45
good 4 u,Olivia Rodrigo,2021-12-03,"1,419",46
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-03,"1,417",47
La kiffance,Naps,2021-12-03,"1,383",48
My Universe,"Coldplay, BTS",2021-12-03,"1,378",49
Underneath the Tree,Kelly Clarkson,2021-12-03,"1,375",50
D O D O,Tayc,2021-12-03,"1,372",51
Sleigh Ride,The Ronettes,2021-12-03,"1,295",52
Holly Jolly Christmas,Michael Bublé,2021-12-03,"1,266",53
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-03,"1,260",54
Acapulco,Jason Derulo,2021-12-03,"1,255",55
THATS WHAT I WANT,Lil Nas X,2021-12-03,"1,240",56
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-03,"1,229",57
Oh My God,Adele,2021-12-03,"1,221",58
Snowman,Sia,2021-12-03,"1,214",59
Mistletoe,Justin Bieber,2021-12-03,"1,195",60
Toxic,BoyWithUke,2021-12-03,"1,148",61
Libre,Angèle,2021-12-03,"1,131",62
Blinding Lights,The Weeknd,2021-12-03,"1,103",63
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-03,"1,093",64
Infinity,Jaymes Young,2021-12-03,"1,081",65
One Right Now (with The Weeknd),Post Malone,2021-12-03,"1,075",66
Merry Christmas,"Ed Sheeran, Elton John",2021-12-03,"1,046",67
Kiss Me More (feat. SZA),Doja Cat,2021-12-03,"1,041",68
Der Teufel weint,Apache 207,2021-12-03,"1,032",69
Love Tonight - Edit,Shouse,2021-12-03,"1,023",70
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-12-03,"1,020",71
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-12-03,"1,016",72
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-12-03,"1,004",73
On s’habitue,Angèle,2021-12-03,"1,004",74
Solo,Angèle,2021-12-03,"1,003",75
All I Want for Christmas Is You,Mariah Carey,2021-12-04,"4,285",1
Last Christmas,Wham!,2021-12-04,"3,676",2
Heat Waves,Glass Animals,2021-12-04,"3,053",3
STAY (with Justin Bieber),The Kid LAROI,2021-12-04,"3,045",4
Pepas,Farruko,2021-12-04,"2,995",5
Easy On Me,Adele,2021-12-04,"2,990",6
Jingle Bell Rock,Bobby Helms,2021-12-04,"2,947",7
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-04,"2,920",8
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-04,"2,874",9
Shivers,Ed Sheeran,2021-12-04,"2,812",10
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-04,"2,758",11
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-04,"2,699",12
abcdefu,GAYLE,2021-12-04,"2,569",13
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-04,"2,504",14
Bad Habits,Ed Sheeran,2021-12-04,"2,417",15
Jefe,Ninho,2021-12-04,"2,409",16
Feliz Navidad,José Feliciano,2021-12-04,"2,339",17
Do It To It,"ACRAZE, Cherish",2021-12-04,"2,305",18
Santa Tell Me,Ariana Grande,2021-12-04,"2,291",19
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-04,"2,241",20
love nwantiti (ah ah ah),CKay,2021-12-04,"2,192",21
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-04,"2,120",22
Underneath the Tree,Kelly Clarkson,2021-12-04,"2,053",23
Holly Jolly Christmas,Michael Bublé,2021-12-04,"2,024",24
Sleigh Ride,The Ronettes,2021-12-04,"2,018",25
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-04,"1,971",26
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-04,"1,949",27
VVS,Ninho,2021-12-04,"1,827",28
Woman,Doja Cat,2021-12-04,"1,803",29
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-04,"1,710",30
Snowman,Sia,2021-12-04,"1,709",31
Mistletoe,Justin Bieber,2021-12-04,"1,640",32
No Life,Ninho,2021-12-04,"1,510",33
SUVs,Luciano,2021-12-04,"1,509",34
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2021-12-04,"1,500",35
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-12-04,"1,498",36
Vérité,Ninho,2021-12-04,"1,489",37
Merry Christmas,"Ed Sheeran, Elton John",2021-12-04,"1,452",38
OG,Ninho,2021-12-04,"1,438",39
Sky Priority,Ninho,2021-12-04,"1,431",40
My Universe,"Coldplay, BTS",2021-12-04,"1,419",41
Bruxelles je t’aime,Angèle,2021-12-04,"1,416",42
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-04,"1,415",43
Arme de poing,Ninho,2021-12-04,"1,400",44
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",2021-12-04,"1,396",45
Intro,Ninho,2021-12-04,"1,358",46
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-04,"1,357",47
Beggin',Måneskin,2021-12-04,"1,353",48
D O D O,Tayc,2021-12-04,"1,347",49
Merry Christmas Everyone,Shakin' Stevens,2021-12-04,"1,337",50
Acapulco,Jason Derulo,2021-12-04,"1,310",51
La kiffance,Naps,2021-12-04,"1,293",52
Démons,"Angèle, Damso",2021-12-04,"1,285",53
good 4 u,Olivia Rodrigo,2021-12-04,"1,273",54
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2021-12-04,"1,257",55
Oh My God,Adele,2021-12-04,"1,243",56
Santa Claus Is Coming to Town,Michael Bublé,2021-12-04,"1,192",57
THATS WHAT I WANT,Lil Nas X,2021-12-04,"1,169",58
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-12-04,"1,167",59
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-12-04,"1,140",60
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-12-04,"1,138",61
Aïcha,Ninho,2021-12-04,"1,129",62
RER D,Ninho,2021-12-04,"1,121",63
Athéna,Ninho,2021-12-04,"1,111",64
La maison que je voulais,Ninho,2021-12-04,"1,075",65
A Holly Jolly Christmas - Single Version,Burl Ives,2021-12-04,"1,067",66
Outro,Ninho,2021-12-04,"1,055",67
Toxic,BoyWithUke,2021-12-04,"1,049",68
Wandered To LA (with Justin Bieber),Juice WRLD,2021-12-04,"1,038",69
Christmas (Baby Please Come Home),Mariah Carey,2021-12-04,"1,018",70
YSL,Ninho,2021-12-04,"1,017",71
Mood,Ninho,2021-12-04,"1,016",72
One Right Now (with The Weeknd),Post Malone,2021-12-04,"1,010",73
Santa Baby,Kylie Minogue,2021-12-04,"1,009",74
All I Want for Christmas Is You,Mariah Carey,2021-12-05,"3,889",1
Last Christmas,Wham!,2021-12-05,"3,586",2
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-05,"3,001",3
Jingle Bell Rock,Bobby Helms,2021-12-05,"2,878",4
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-05,"2,701",5
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-05,"2,509",6
Easy On Me,Adele,2021-12-05,"2,470",7
Heat Waves,Glass Animals,2021-12-05,"2,398",8
STAY (with Justin Bieber),The Kid LAROI,2021-12-05,"2,334",9
Feliz Navidad,José Feliciano,2021-12-05,"2,310",10
Santa Tell Me,Ariana Grande,2021-12-05,"2,275",11
Pepas,Farruko,2021-12-05,"2,232",12
abcdefu,GAYLE,2021-12-05,"2,188",13
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-05,"2,159",14
Jefe,Ninho,2021-12-05,"2,136",15
Shivers,Ed Sheeran,2021-12-05,"2,128",16
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-05,"2,108",17
Sleigh Ride,The Ronettes,2021-12-05,"2,090",18
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-05,"2,083",19
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-05,"1,991",20
Holly Jolly Christmas,Michael Bublé,2021-12-05,"1,977",21
Underneath the Tree,Kelly Clarkson,2021-12-05,"1,950",22
